,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2017-03-25 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",418,"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",113,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",124,655,Running (7.5 mph 8 min/mile),990.0,1
2017-03-26 22:20:03.210235,23,75,176,male,mid,2697.0,"BLACKBERRIES,RAW",43,"PEAS,SPLIT,MATURE SEEDS,RAW",341,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",384,768,Swimming (moderate),630.0000000000001,0
2017-03-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",100,"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",311,OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING),313,724,House Cleaning,270.0,0
2017-03-28 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD",107,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",61,"SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS",65,233,Playing with Kids (standing),225.0,0
2017-03-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",265,"TARO,COOKED,WITH SALT",142,"MILLET,RAW",378,785,Swimming (moderate),630.0000000000001,0
2017-03-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"CEREALS RTE,BEAR NAKED BANANA NUT",380,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",16,"PATE,GOOSE LIVER,SMOKED,CND",462,858,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2017-03-31 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",367,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",45,"CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,WO/ SALT",71,483,Cooking Food,180.0,0
2017-04-01 22:20:03.210235,23,75,176,male,low,2088.0,"CARBONATED BEV,COLA,CONTAINS CAFFEINE",37,"PIE FILLINGS,CHERRY,LO CAL",53,"DENNY'S,TOP SIRLOIN STEAK",182,272,Golf (walking + bag),405.0,1
2017-04-02 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",145,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",352,REDDI WIP FAT FREE WHIPPED TOPPING,149,646,"Cycling (light-moderate, 10-12 mph)",450.0,0
2017-04-03 22:20:03.210235,23,75,176,male,low,2088.0,"POPCORN,CARAMEL-COATED,WO/PNUTS",431,"SPICES,CARDAMOM",311,"CEREALS RTE,KASHI 7 WHL GRAIN PUFFS",336,1078,Laundry Folding/Making Bed,180.0,0
2017-04-04 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",366,"TOMATO&VEG JUC,LO NA",22,"SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS",390,778,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2017-04-05 22:20:03.210235,23,75,176,male,heavy,3001.5,"CEREALS RTE,QUAKER,SWT CRUNCH/QUISP",406,"TENNIS BREAD,PLN (APACHE)",258,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",165,829,Stretching/Yoga,270.0,0
2017-04-06 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,RAW",113,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",138,"COFFEECAKE,CHEESE",339,590,Aerobics (high impact),540.0,0
2017-04-07 22:20:03.210235,23,75,176,male,mid,2697.0,"CAKE,YELLOW,DRY MIX,LIGHT",404,"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CND,RSTD",136,"CHICKEN,CAPONS,MEAT&SKN,RAW",234,774,Sweeping,225.0,0
2017-04-08 22:20:03.210235,23,75,176,male,mid,2697.0,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",12,"PARSLEY,FRSH",36,"MCDONALD'S,BISCUIT,LRG SIZE",344,392,Golf (walking + bag),405.0,1
2017-04-09 22:20:03.210235,23,75,176,male,mid,2697.0,"FISH PORTIONS&STKS,FRZ,PREHTD",249,"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",312,"FIDDLEHEAD FERNS,FRZ,UNPREP",34,595,Walking (4 mph 15 min/mile),360.0,0
2017-04-10 22:20:03.210235,23,75,176,male,light,2392.5,"PACE,GRN TACO SAU",25,"CORNNUTS,PLAIN",446,"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",230,701,Standing (very light),180.0,0
2017-04-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,CHUNKY BF,CND,RTS",66,"POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,OVEN-HTD",152,"BLACKBERRIES,RAW",43,261,Running 5.5 mph (11 min/mile),630.0000000000001,1
2017-04-12 22:20:03.210235,23,75,176,male,mid,2697.0,"INF FORMULA,ABBOTT NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF",66,"BABYFOOD,DINNER,VEG&HAM,JR",60,"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",199,325,Weight Training (light),225.0,0
2017-04-13 22:20:03.210235,23,75,176,male,light,2392.5,TOFU YOGURT,94,"TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,CKD,RSTD",163,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED",183,440,Washing Car,315.00000000000006,0
2017-04-14 22:20:03.210235,23,75,176,male,heavy,3001.5,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",220,"WORTHINGTON STRIPPLES,FRZ,UNPREP",346,"PUMPKIN,CANNED,WITH SALT",34,600,"Running (6 mph, 10 min/mile)",720.0,1
2017-04-15 22:20:03.210235,23,75,176,male,mid,2697.0,"Whale, beluga, meat, raw (Alaska Native)",111,"BABYFOOD,MEAT,CHICK STKS,JR",188,"PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED",462,761,Carrying Groceries (light),315.00000000000006,0
2017-04-16 22:20:03.210235,23,75,176,male,low,2088.0,"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES",397,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD",173,"BLUEBERRIES,WILD,FRZ (ALASKA NATIVE)",44,614,House Cleaning,270.0,0
2017-04-17 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ ALMONDS",406,"KASHI,STEAM MEAL,SPINACH ARTICHOKE PASTA,FRZ ENTREE",103,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT",116,625,"Mowing Lawn (walking, power)",360.0,0
2017-04-18 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PEARS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",97,"CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",369,"KASHI,SOUTHWEST STYLE CHICK,FRZ ENTREE",109,575,"Cycling (light-moderate, 10-12 mph)",450.0,0
2017-04-19 22:20:03.210235,23,75,176,male,low,2088.0,"GRAVY,TURKEY,DRY",367,"BEEF,LOIN,TOP SRLN CAP STK,BLS,LN & FAT,1/8"" FAT,CHC,CKD,GLD",238,"CEREALS RTE,POST,SHREDDED WHEAT,LIGHTLY FRSTD,SPOON-SIZE",352,957,Aerobics (high impact),540.0,0
2017-04-20 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",12,"PAPAYAS,RAW",43,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356,411,"Running (6 mph, 10 min/mile)",720.0,1
2017-04-21 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CRACKERS,MATZO,WHOLE-WHEAT",351,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",68,"JELLYFISH,DRIED,SALTED",36,455,Rowing (200W),945.0,1
2017-04-22 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER",78,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",185,"TARO,LEAVES,CKD,STMD,W/SALT",24,287,Bathing/Dressing,180.0,0
2017-04-23 22:20:03.210235,23,75,176,male,heavy,3001.5,"KEEBLER,ZESTA,EXPORT SODAS CRACKERS",414,"POLISH SAUSAGE,PORK",326,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD",315,1055,Aerobics (low impact),405.0,0
2017-04-24 22:20:03.210235,23,75,176,male,light,2392.5,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",60,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",330,CAMPBELL'S FAT FREE CHICK GRAVY,25,415,Running (7.5 mph 8 min/mile),990.0,1
2017-04-25 22:20:03.210235,23,75,176,male,light,2392.5,"WATER,TAP,MUNICIPAL",0,"BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",270,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ ALMONDS",406,676,Playing with Kids (sitting),180.0,0
2017-04-26 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,BF & VEG,RED NA,CND,RTS",42,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",38,"SNACKS,POPCORN,UNPOPPED KRNLS",375,455,"Cycling (stationary, 100W)",405.0,0
2017-04-27 22:20:03.210235,23,75,176,male,low,2088.0,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",269,"SILK VANILLA,SOYMILK",41,"CEREALS,FARINA,ENR,ASSORTED BRANDS,DRY",360,670,Chopping Wood,405.0,0
2017-04-28 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",25,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",170,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRSD",255,450,Rowing (100W),540.0,1
2017-04-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",111,"CURRANTS,RED&WHITE,RAW",56,HEALTHY REQUEST TOMATO JUC,21,188,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,1
2017-04-30 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY",368,"OSCAR MAYER,SMOKIE LINKS SAUSAGE",302,"BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW",129,799,Playing with Kids (standing),225.0,0
2017-05-01 22:20:03.210235,23,75,176,male,light,2392.5,"LAMB,AUS,IMP,FRSH,LEG,SIRL HLF,BNLESS,LN&FT,1/8""FAT,CKD,RSTD",281,"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,RAW",137,"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW",124,542,Sweeping,225.0,0
2017-05-02 22:20:03.210235,23,75,176,male,light,2392.5,"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",20,"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",100,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",50,170,"Cycling (hard, 14.1-16 mph)",810.0,1
2017-05-03 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,CKD,RSTD",116,"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED",29,"SOUP,TURKEY,CHUNKY,CND,RTS",57,202,Walking (3 mph 20 min/mile),270.0,1
2017-05-04 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD",884,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",287,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",63,1234,Swimming (light),450.0,0
2017-05-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"TOMATO JUC,CND,WO/SALT",17,"SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O",16,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",418,451,"Walking (3.5 mph, 17 min/mile)",315.00000000000006,0
2017-05-06 22:20:03.210235,23,75,176,male,mid,2697.0,CELERY SEED,392,"YAM,CKD,BLD,DRND,OR BKD,W/SALT",114,"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM SQUARES",433,939,Washing Dishes/Ironing,180.0,0
2017-05-07 22:20:03.210235,23,75,176,male,light,2392.5,"KELLOGG'S,POP-TARTS,GINGERBREAD TOASTER PASTRIES",393,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,W/ SALT",16,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",174,583,Sleeping,90.0,0
2017-05-08 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW",132,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW",154,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",285,571,"Calisthenics (push-ups, etc.)",360.0,0
2017-05-09 22:20:03.210235,23,75,176,male,light,2392.5,"SOY PROT ISOLATE,K TYPE",326,"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",594,"OIL,UCUHUBA BUTTER",884,1804,Sitting Activities (very light),135.0,0
2017-05-10 22:20:03.210235,23,75,176,male,low,2088.0,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",79,"TURNIPS,CKD,BLD,DRND,W/SALT",22,"CHEESE,MEXICAN,QUESO ASADERO",356,457,Sitting Activities (very light),135.0,0
2017-05-11 22:20:03.210235,23,75,176,male,low,2088.0,"SALAD DRSNG,MAYO,REG",680,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",353,"PERCH,MXD SP,CKD,DRY HEAT",117,1150,"Cycling (stationary, 250W)",990.0,0
2017-05-12 22:20:03.210235,23,75,176,male,light,2392.5,"CANDIES,SPL DK CHOC BAR",556,"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND",97,"CEREALS,FARINA,ENR,ASSORTED BRANDS,QUICK,CKD W/ H2O,WO/ SALT",55,708,Aerobics (high impact),540.0,0
2017-05-13 22:20:03.210235,23,75,176,male,low,2088.0,"CHICKEN,CANNED,NO BROTH",185,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",385,"CAMPBELL'S CHUNKY SOUPS,HEARTY CHICK W/ VEG SOUP",45,615,Dancing (general),360.0,0
2017-05-14 22:20:03.210235,23,75,176,male,mid,2697.0,"CHEESE,MOZZARELLA,NON-FAT",141,"ARCHWAY Home Style Cookies, Molasses",403,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",225,769,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2017-05-15 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",246,"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",199,"BURDOCK ROOT,CKD,BLD,DRND,WO/SALT",88,533,Walking (3 mph 20 min/mile),270.0,0
2017-05-16 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",161,"SHERBET,ORANGE",144,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",105,410,Chopping Wood,405.0,0
2017-05-17 22:20:03.210235,23,75,176,male,low,2088.0,"BREAD,PAN DULCE,SWT YEAST BREAD",367,"GRAVY,PORK,DRY,PDR",367,"PEAS,GRN,CND,REG PK,SOL&LIQUIDS",58,792,House Cleaning,270.0,0
2017-05-18 22:20:03.210235,23,75,176,male,light,2392.5,"BROCCOLI,FRZ,SPEARS,UNPREP",29,NATTO,212,"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",53,294,Rowing (50W),270.0,0
2017-05-19 22:20:03.210235,23,75,176,male,heavy,3001.5,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",149,"KENTUCKY FRIED CHICK ORG RECIPE,WING,MEAT & SKN W/ BRDING",286,DILL SEED,305,740,Sexual Activity (active),135.0,0
2017-05-20 22:20:03.210235,23,75,176,male,very_heavy,3306.0,BRATWURST  VEAL  CKD,341,"POTATOES,HASHED BROWN,FRZ,PLN,PREP",218,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP",139,698,Volleyball (recreational),225.0,0
2017-05-21 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",358,"SOUR CREAM,LIGHT",138,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400,896,"Cycling (stationary, 200W)",810.0,0
2017-05-22 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",402,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,CKD,RSTD",116,"BURGER KING,DOUBLE CHEESEBURGER",282,800,"Calisthenics (push-ups, etc.)",360.0,0
2017-05-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K BLUEBERRY",363,"NOODLES,EGG,SPINACH,DRY,ENR",382,"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",49,794,Child Care (standing),270.0,0
2017-05-24 22:20:03.210235,23,75,176,male,mid,2697.0,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",142,"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",33,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",133,308,Walking (4 mph 15 min/mile),360.0,1
2017-05-25 22:20:03.210235,23,75,176,male,light,2392.5,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",65,"LASAGNA W/ MEAT SAU,FRZ,PREP",135,FENUGREEK SEED,323,523,Playing with Kids (standing),225.0,0
2017-05-26 22:20:03.210235,23,75,176,male,light,2392.5,"MACKEREL,SPANISH,RAW",139,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",509,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",502,1150,"Cycling (light, <10 mph)",540.0,0
2017-05-27 22:20:03.210235,23,75,176,male,mid,2697.0,"TOMATO PRODUCTS,CND,PASTE,W/SALT",82,"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE",344,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",302,728,Playing with Kids (standing),225.0,0
2017-05-28 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,KASHI ORGANIC PROMISE,CINN HARVEST",336,"GIRL SCOUTS,TREFOILS COOKIES",498,"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED",181,1015,Child Care (standing),270.0,0
2017-05-29 22:20:03.210235,23,75,176,male,mid,2697.0,"HAZELNUTS,BEAKED (NORTHERN PLAINS INDIANS)",628,"FAST FOODS,CORN ON THE COB W/BUTTER",106,"INF FOR,ABBONUTR,SIMIL,SENSIT,(LACTO FREE),PDR,W/ ARA & DHA",520,1254,Playing with Kids (sitting),180.0,0
2017-05-30 22:20:03.210235,23,75,176,male,low,2088.0,"RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",387,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",12,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",183,582,Rowing (50W),270.0,0
2017-05-31 22:20:03.210235,23,75,176,male,low,2088.0,"SESAME FLOUR,LOW-FAT",333,BRATWURST  VEAL  CKD,341,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD",339,1013,Washing Dishes/Ironing,180.0,0
2017-06-01 22:20:03.210235,23,75,176,male,heavy,3001.5,"CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND",73,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",146,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",137,356,Volleyball (recreational),225.0,0
2017-06-02 22:20:03.210235,23,75,176,male,light,2392.5,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",93,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,RAW",118,"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",884,1095,Chopping Wood,405.0,0
2017-06-03 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CRACKERS,CRISPBREAD,RYE",366,"PEPPERS,HOT CHILE,SUN-DRIED",324,ORANGE JUICE DRINK,54,744,Bathing/Dressing,180.0,0
2017-06-04 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"ENSURE PLUS,LIQ NUTR",141,"TAMARINDS,RAW",239,ORANGE JUICE DRINK,54,434,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2017-06-05 22:20:03.210235,23,75,176,male,mid,2697.0,"SOUP,BF BROTH OR BOUILLON,PDR,DRY",213,"FISH,HALIBUT,RAW,W/ SKN (ALASKA NATIVE)",116,"KASHI,TLC,PITA CRISPS,ZESTY SALSA",381,710,Volleyball (recreational),225.0,0
2017-06-06 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",57,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",340,"ORANGE JUICE,RAW",45,442,Cooking Food,180.0,0
2017-06-07 22:20:03.210235,23,75,176,male,mid,2697.0,"HAM,SLICED,PREPACKAGED (96% FAT FREE,H2O ADDED)",107,"BEEF, CHUCK, SHORT RIBS, BNL, 0"" FAT, CHOICE, CKED, BR",250,"CEREALS,QUAKER,INST OATMEAL EXPRESS,BKD APPL,DRY",367,724,"Calisthenics (push-ups, etc.)",360.0,0
2017-06-08 22:20:03.210235,23,75,176,male,light,2392.5,"SOUP,CHICK VEG,CND,COND",61,"CEREALS RTE,KELLOGG'S POPS MIXIT CRL,ALL FLAVORS",363,"DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD",140,564,"Mowing Lawn (walking, power)",360.0,0
2017-06-09 22:20:03.210235,23,75,176,male,low,2088.0,"OWL,HORNED,FLESH,RAW (ALASKA NATIVE)",136,"GAME MEAT,MOOSE,CKD,RSTD",134,"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",319,589,"Cycling (hard, 14.1-16 mph)",810.0,1
2017-06-10 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"NABISCO,NABISCO GRAHAMS CRACKERS",424,"FAST FOODS,GRIDDLE CAKE SNDWCH,SAUSAGE",318,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",142,884,Running (7.5 mph 8 min/mile),990.0,1
2017-06-11 22:20:03.210235,23,75,176,male,light,2392.5,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",197,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",125,"SCALLOP,(BAY&SEA),CKD,STMD",111,433,"Cycling (hard, 14.1-16 mph)",810.0,1
2017-06-12 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"T.G.I. FRIDAY'S,CLASSIC SIRLOIN STEAK",185,"KELLOGG'S,POP-TARTS,FRSTD WILD FRUIT FUSION TOASTER PASTRIES",391,"OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)",73,649,Playing with Kids (standing),225.0,0
2017-06-13 22:20:03.210235,23,75,176,male,light,2392.5,"SOUP,CHS,CND,COND",121,"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",214,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK,MEAT ONLY",172,507,Swimming (light),450.0,0
2017-06-14 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,NATURE'S PATH,OPTIMUM",345,"BEEF,RIB EYE STEK,BNLES,LIP OFF,LN & FAT,0"" FAT,SEL,CKD,GRLD",248,"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",484,1077,Dancing (general),360.0,0
2017-06-15 22:20:03.210235,23,75,176,male,light,2392.5,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",6,"HAM,MINCED",263,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",139,408,Playing with Kids (standing),225.0,0
2017-06-16 22:20:03.210235,23,75,176,male,low,2088.0,"TORTILLA,BLUE CORN,SAKWAVIKAVIKI (HOPI)",276,"KEEBLER,SANDIES,CHOC CHIP & PECAN SHORTBREAD COOKIES",546,"Babyfood, meat, turkey sticks, junior",188,1010,Dancing (general),360.0,0
2017-06-17 22:20:03.210235,23,75,176,male,mid,2697.0,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",323,"CUCUMBER,WITH PEEL,RAW",15,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",117,455,Child Care (standing),270.0,0
2017-06-18 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FLUID REPLCMNT,ELECTROLYTE SOLN (INCLUDE PEDIALYTE)",10,"SOUP,PEA,GRN,CND,COND",125,SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,350,485,"Cycling (stationary, 50W)",225.0,0
2017-06-19 22:20:03.210235,23,75,176,male,light,2392.5,"VEAL,LEG (TOP RND),LN,RAW",107,"SAUCE,BARBECUE",172,"CHEESE,ROMANO",387,666,"Cycling (stationary, 200W)",810.0,1
2017-06-20 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",161,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",240,"CHICORY GREENS,RAW",23,424,Child Care (standing),270.0,0
